portal_id,name,mana,kind,attack,health,ev_attack,ev_health,skill,ev_skill,flavor,ev_flavor,type_,class_,rarity,cv,card_pack,image_path,ev_image_path,eval_roatation,eval_unlimited
107431010,竜剣の少女・アイラ,2,follower,2.0,2.0,4.0,4.0,,進化時 自分のPP最大値を+1する。,剣を振って、修行して……少しずつだけど、新しい私になれてる気がするの。えへへ……ドラゴンさんにはまだ、敵わないけどね。,もっともっと強くなれたら……きっと、ドラゴンさんのことも守れるよね。待っててね、ドラゴンさん。いつか必ず、あなたのために！,-,ドラゴン,ゴールドレア,戸松遥,CGS,./img_follower/107431010.jpeg,./img_follower_evo/107431010.jpeg,-,8.5
108411040,まどろみの白竜,2,follower,2.0,1.0,4.0,3.0,ラストワード ドラゴンの卵1枚を手札に加える。,進化前と同じ能力。,初めてあの白竜を見てから、永き時が過ぎた。地に座した竜は微動だにせず、眼をゆるりと閉じている。あれは微睡んでいるのか、それとも……――とある研究者の記録,幾度も巡りが過ぎたその日、私は見た。竜は微睡み、力を蓄え続けていたのだ。次の世代に繋ぐ卵を残す、その為に……！――とある研究者の記録,-,ドラゴン,ブロンズレア,-,DBN,./img_follower/108411040.jpeg,./img_follower_evo/108411040.jpeg,-,7.5
108421010,屠竜の勇士,2,follower,3.0,1.0,5.0,3.0,ファンファーレ 手札のドラゴン・カード1枚を、ドラゴンクローに変身させる。,,皮肉なものだな。竜を憎み、竜を狩れば狩るほどに――我が剣は竜の爪牙に似るのだから。,竜を狩るには、強大な力が必要だ。だから私は、無意識のうちに竜を真似た。――まぁ、構わんさ。奴らを根絶やしに出来るのならな。,-,ドラゴン,シルバーレア,髙階俊嗣,DBN,./img_follower/108421010.jpeg,./img_follower_evo/108421010.jpeg,-,6.0
108441030,銀氷のドラゴニュート・フィルレイン,2,follower,1.0,3.0,2.0,4.0,ファンファーレ 銀氷の吐息1枚を手札に加える。,進化時 相手のフォロワー1体に1ダメージ。,暖かいものは、いつか裏切る。どうせいつかは、冷たくなるの。――だったらいらない、必要ない。――だったら凍って、爪の先まで。,暖かいものは、どうせ壊れる。いつかきっと、消えてしまうの。――だったら今すぐ、眠りについて。――冷たくなれば、永遠だから。,-,ドラゴン,レジェンド,雨宮天,DBN,./img_follower/108441030.jpeg,./img_follower_evo/108441030.jpeg,-,8.5
109411010,ドラゴンキラーガール,2,follower,2.0,2.0,4.0,4.0,攻撃時 攻撃力5以上のフォロワーへ攻撃したなら、必殺 を持つ。,進化前と同じ能力。,何を狙い、何を仕留めるか。見据えた獲物の大きさは、剣士の器の証なのじゃ。故にワシは小物は斬らん。天まで届く竜を討つ！,小物を斬って喜んでいるようでは、たかが知れると言うものよ。天に巣食う竜こそが、ワシの獲物に相応しい！,-,ドラゴン,ブロンズレア,佐倉綾音,BOS,./img_follower/109411010.jpeg,./img_follower_evo/109411010.jpeg,-,4.0
109421020,リトルドラゴン,2,follower,2.0,2.0,4.0,4.0,・白鱗のドラゴン・黒鱗のドラゴン手札にあるとき、自分の残りPPが7以上ならチョイス したカードとしてプレイする。,,生誕の夢から覚めた、幼き竜は何を見る。万物を愛する白き眼か。憎しみを知った黒き眼か。,生誕の殻を破った、幼き竜は何を知る。愛を知る純白の力か。憎悪に溺れた漆黒か。,-,ドラゴン,シルバーレア,-,BOS,./img_follower/109421020.jpeg,./img_follower_evo/109421020.jpeg,-,4.0
110411030,侮蔑の従者,2,follower,2.0,2.0,4.0,4.0,このフォロワーがダメージを受けたとき、このフォロワーが破壊されなかったなら、カードを1枚引く。,進化前と同じ能力。,愚者よ、頭を垂れよ。己が愚かしさを知らぬ者は、己が愚かしさを知る者の前で、果てなく無力。己が愚を受け入れるか、踏み潰されるか。,定めの一、無力を謳え。現世に生まれ出でたもの、全ては無力。無力を知らぬものは、劣りに劣る。――『侮蔑の兵団』、使徒の言葉,-,ドラゴン,ブロンズレア,新垣樽助,OOT,./img_follower/110411030.jpeg,./img_follower_evo/110411030.jpeg,-,8.0
110441030,暴竜・伊達政宗,2,follower,2.0,2.0,4.0,4.0,必殺 ファンファーレ 自分のPP最大値が10なら、自分のドラゴン・フォロワーすべては、突進 と、ターン終了まで「受けるダメージは0になる」を持つ。,必殺 ,貴様らは我が民を傷付け、我が逆鱗に触れた。眠れる竜を起こすとは……その愚行、高くつくぞ！さぁ！我が咆哮に震えよ！,心の臓を灼く怒り、喪った目をも開かせる滾り！これぞ、我が内に眠る竜の猛り！貴様らが目覚めさせたのだ……鎮まるまでは果ててくれるなよ！,-,ドラゴン,レジェンド,杉田智和,OOT,./img_follower/110441030.jpeg,./img_follower_evo/110441030.jpeg,-,8.5
111411020,侮蔑の狂信者,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ランダムな自分の他のフォロワー1体に1ダメージ。ランダムな相手のフォロワー1体に1ダメージ。,,愚者よ、頭を垂れよ。無力なるもの、無力たるもの、世界に不要。要らぬもの。強者だけが残ればよい、強者の世界となればよい。,定めの裏、強者に成れ。強者が強者たる所以、其れは愚者を踏み殺す力。故にその足裏で踏み躙れ、磨り潰せ。己が力を証明せよ。,-,ドラゴン,ブロンズレア,遠藤綾,ALT,./img_follower/111411020.jpeg,./img_follower_evo/111411020.jpeg,-,7.0
112411010,慈愛の竜戦士,2,follower,1.0,3.0,3.0,5.0,自分のターン中、自分の他のフォロワーが進化したとき、ベビーファイアドレイク1体を出す。ファンファーレ エンハンス 7； +4/+4して、ベビーファイアドレイク1体を出す。,自分のターン中、自分の他のフォロワーが進化したとき、ベビーファイアドレイク1体を出す。,親とはぐれた幼竜を拾っては育て、共に旅する少女。竜を育て、共に戦わせるのが目的だとは本人は言うが――――その実、はぐれた幼竜を捨て置けないお人好し。,育てた竜の背に乗って、世界を旅して巡る少女。彼女の目的が言葉通りなら、既に目標は達しているが――――今でも幼竜を拾っては、文句をいいつつ育てている。,-,ドラゴン,ブロンズレア,田中美海,STR,./img_follower/112411010.jpeg,./img_follower_evo/112411010.jpeg,8.5,8.5
112411030,爆弾フグ,2,follower,2.0,2.0,4.0,4.0,自分のターン終了時、覚醒 状態なら、お互いのフォロワーすべてに1ダメージ。（このフォロワーも含める）,自分のターン終了時、覚醒 状態なら、お互いのフォロワーすべてに3ダメージ。（このフォロワーも含める）,この入江に集う釣り人が、最も避けたい不運ってやつは、「一匹も釣れない」ことなんかじゃない。「ソレを釣っちまう」ことなのさ。――ある船乗り,「ソレ」が海の中で食うのは、毒物、劇物、色々だ。噂だけどよ、「ソレ」はワザと釣り上げられて……釣り人に中身をぶち撒ける、海の怒りの化身だとかさ。――ある船乗り,-,ドラゴン,ブロンズレア,-,STR,./img_follower/112411030.jpeg,./img_follower_evo/112411030.jpeg,6.5,6.5
112421010,ストライクドラグーン,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の場に機械・フォロワーがいるなら、+1/+0して、突進 を持つ。,,コイツは仲間の為に奮起する、ホットな奴なんだぜ！たとえそれが、冷たい鉄で出来た仲間でもな！,コイツは仲間の為に翔ける、クールな奴なんだ！仲間を傷つけるやつには、烈火の如く怒るけどな！,-,ドラゴン,シルバーレア,増田俊樹,STR,./img_follower/112421010.jpeg,./img_follower_evo/112421010.jpeg,7.0,7.0
112441020,フルメタルドラグーン・バイロン,2,follower,2.0,2.0,4.0,4.0,自分の場に他のフォロワーが出るたび、それを+1/+0する。,自分の場に他のフォロワーが出るたび、それを+1/+0する。自分の場に他の機械・フォロワーが出るたび、それを+0/+1する。進化時 プロダクトマシーン1体を出す。,技術の研鑽により、我々は竜を超える存在を実現させた。海を統べ、陸を蹂躙し、空を制圧する。鋼鉄の竜騎士は遍く処にて、変わらず燦然と君臨する。――ある竜人学者の記録・4,我が纏いしは、研鑽を重ねた技術の極致。我が担いしは、竜を凌駕した究極の存在。万物の頂きに立ち、我は往く。此処ではない何処かで、新たなる戦いが待っている。,機械,ドラゴン,レジェンド,蒼井翔太,STR,./img_follower/112441020.jpeg,./img_follower_evo/112441020.jpeg,8.5,8.5
113411010,ガジェットマーメイド,2,follower,2.0,1.0,4.0,3.0,ファンファーレ 自分の場に他の機械・フォロワーがいるなら、疾走 を持つ。,,核による変質の影響は、新たな発見を生み出していた。海に対する技術でも、マシンダイバーは潜る深さを……この人魚は、泳ぐ速さを追求している。――海辺の研究所の日誌・１,海にふかーく潜るのも、楽しそうだとは思うんだけど……色んな事と会うには、泳ぐ速さも大切だよね！たっくさんの思い出を、波打ち際から皆にお届け！――ガジェットマーメイドからマシンダイバーへ,機械,ドラゴン,ブロンズレア,豊田萌絵,ROG,./img_follower/113411010.jpeg,./img_follower_evo/113411010.jpeg,8.5,8.5
114411030,雷電のヴェロキラプトル,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ナテラの大樹1枚を手札に加える。覚醒 状態なら、1枚ではなく2枚手札に加える。,,獰猛な雷を宿すあの姿……格好いいな。体がバチバチ光ってさ。灯りになって安心もするし。つい惹きつけられちゃうよ。触ったら怒るかな？――恐竜島を訪れた青年旅人,獰猛なる雷電、迅猛龍。幾度も落雷に打たれたことで、雷を帯電する性質を得た。指一本でも触れると感電する。注意すべし。――『恐竜島ガイドブック』,自然,ドラゴン,ブロンズレア,-,VEC,./img_follower/114411030.jpeg,./img_follower_evo/114411030.jpeg,9.0,8.0
114421010,バブルマーメイド,2,follower,2.0,2.0,4.0,4.0,ファンファーレ キュアマーメイド・ジゼル、ガジェットマーメイドの中から、ランダムに1枚を手札に加える。,,「人魚の歌を聴く」――「難破」を意味する船乗りの諺,「人魚と結ばれる」――「溺死」を意味する船乗りの諺,-,ドラゴン,シルバーレア,今野宏美,VEC,./img_follower/114421010.jpeg,./img_follower_evo/114421010.jpeg,6.0,6.0
115411010,ソードウィップドラグーン,2,follower,1.0,1.0,3.0,3.0,ファンファーレ ランダムな相手のフォロワー2体にそれぞれ1ダメージ。エンハンス 6； 1ダメージではなく2ダメージ。+3/+3する。,,――『朱紺翠伝』、弐之巻人々に宿るは龍の力。まさにこの世は奇々怪々。驚天動地に踊る中、三つの慧眼が密かに笑う。,――『朱紺翠伝』、参之巻三つの龍穴に三つの国。朱蓮、紺瑠、翠碧と。野望抱きし群雄割拠。龍人大戦、ここに開幕！,-,ドラゴン,ブロンズレア,KENN,UCL,./img_follower/115411010.jpeg,./img_follower_evo/115411010.jpeg,7.5,7.5
115421030,氷上の竜戦士,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 覚醒 状態なら疾走 を持つ。,,ノリにノリにノってくぜ？ノれないヤツは置いてくぜ？ここは氷上、オレのホーム。ノれないやつはくたばりな。,おいおいどうしたガチガチか？氷の上は初めてか？だったら残念、さようなら。オレがクールに仕留めてやるよ。,-,ドラゴン,シルバーレア,檜山修之,UCL,./img_follower/115421030.jpeg,./img_follower_evo/115421030.jpeg,8.5,8.0
115431020,気弱な竜少女・イノリ,2,follower,2.0,2.0,4.0,4.0,潜伏 ファンファーレ ユニオンバースト 10； 相手のフォロワーすべては「自分のターン開始時、自分のリーダーに1ダメージとこのフォロワーに2ダメージ」を持つ。,潜伏 ,あううぅ～……カヤぴぃ、ボスぅ……。どこにいるですかぁ……。……ぴゃっ！？ままままま、魔物です～！,こ、こうなったらヤケクソです！お前ら全員黒焦げにしてやるですよ！覚悟しやがれですぅぅぅ！,-,ドラゴン,ゴールドレア,藤田茜,UCL,./img_follower/115431020.jpeg,./img_follower_evo/115431020.jpeg,9.0,8.5
115441010,覇道の龍人・ガリュウ,2,follower,2.0,2.0,4.0,4.0,・覇道の金龍・覇道の銀龍手札にあるとき、自分の残りPPが5以上ならファンファーレ エンハンス 5； チョイス したカード1体を出す。エンハンス 9； チョイス ではなく、1体ずつを出す。,,聞いて驚け、腰抜かせ！天下に轟く武勇伝！我こそは一騎当千、百万倍！巨億の富を鷲掴み、億兆の理想を掲げし漢！――聞かせてやろう、龍の勝鬨！,暴けば矮小、捲れば脆弱！見渡す限り巨龍故、我らも巨龍を騙らねば！なに、心配するな……綱渡りなら得意でな！――聞かせてやろう、龍の勝鬨！,-,ドラゴン,レジェンド,三宅健太,UCL,./img_follower/115441010.jpeg,./img_follower_evo/115441010.jpeg,9.0,8.5
116411030,岩石のアンキロサウルス,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の手札1枚を捨てる。ランダムな相手のフォロワー1体に1ダメージ。自然・カードを捨てたなら、さらに、相手のリーダーに1ダメージ。ラストワード カードを1枚引く。,ラストワード カードを1枚引く。,獰猛に石を割るあの姿……可愛らしいわ。体がゴツゴツした石みたいで、尻尾もキュート。ついつい足がむかっちゃう。撫でても噛まないわよね？――恐竜島に訪れた箱入令嬢,恐竜は、新たな環境の変化――鋼の侵食に気づいていた。だが彼らにとって、それは自然現象と同じもの。流れ行く水の如く、彼らはあらゆる変化に適応する。――獰猛な抵抗・１,自然,ドラゴン,ブロンズレア,-,WUP,./img_follower/116411030.jpeg,./img_follower_evo/116411030.jpeg,8.5,7.5
116431020,金剛のパキケファロサウルス,2,follower,2.0,2.0,4.0,4.0,ファンファーレ このターン中に、能力によって自分の手札を捨てていたなら、「EPを消費せず進化できる」を持つ。（1ターンに1体しか進化できない制限はある）,進化時 相手のフォロワー1体に2ダメージ。相手のリーダーに2ダメージ。,獰猛に金をぶつけるあの姿……たまんねーぜ。体中が宝石だらけだ。頭にでっけぇダイヤも乗ってる。すごい値が付くぞ。どうにかして奪えないかな。――恐竜島に訪れた若輩泥棒,変わり続けるのは、立ち続けるため。過酷なる環境に、遥か古より応え続けた――誇りの為に。流水が如き柔軟さが、あらゆる従属を拒絶する。――獰猛な抵抗・３,自然,ドラゴン,ゴールドレア,-,WUP,./img_follower/116431020.jpeg,./img_follower_evo/116431020.jpeg,,
116441010,極炎のドラグーン・ローラ,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の手札の他の機械・カードが2枚以上なら、必殺 と守護 を持つ。ファンファーレ エンハンス 7； +2/+2して、疾走 を持つ。相手のフォロワーが2体以下なら、ランダムな相手のフォロワー1体に3ダメージ。これを2回行う。3体以上なら、相手のフォロワーすべてに2ダメージ。,,「くんくん！なんかとってもイイニオイ！」「戦闘エリア突入まで、三、二、一」「わはわは！今日は何機落とそっかな！」――極炎のドラグーン・ローラとノヴァ,首長竜の瞳が、天を睨む。鉄を率いて天地を焼いた、爆鎖の炎弾。天翔ける鋼の竜。海竜は唸り、天が荒れる。潮を呼び、波を起こし――――そして今、波濤と極炎が対峙する。,機械,ドラゴン,レジェンド,江口拓也/鬼頭明里,WUP,./img_follower/116441010.jpeg,./img_follower_evo/116441010.jpeg,8.5,8.0
117411010,水呼びの竜使い,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の手札1枚を捨てる。相手のフォロワー1体に4ダメージ。（自分の手札と相手の場に選択できるカードがあるなら働く）エンハンス 5； +3/+3する。,,――其は《盃の五》、示すは《損失》。障害が道を阻みしとき、水は干上がり枯れ果てる。されど湧き出でし悲しみが、新たな道への呼び水となる。,――其は竜の使い手、乾いた大地を潤す者。枯れ果てし湖へと、零れ落ちたる涙一粒。今は微かな雫とて、何時の日か大海へ流れ着く。,-,ドラゴン,ブロンズレア,佐藤聡美,FOH,./img_follower/117411010.jpeg,./img_follower_evo/117411010.jpeg,,
117411030,トロピカルフィッシュ,2,follower,1.0,2.0,3.0,4.0,自分のターン中、自分の他のフォロワーが進化したとき、トロピカルフィッシュ1体を出す。ファンファーレ エンハンス 4； トロピカルフィッシュ1体を出す。,自分のターン中、自分の他のフォロワーが進化したとき、トロピカルフィッシュ1体を出す。,小さいうちは、外敵の少ない静水域で活動する熱帯魚。気性は温厚。繁殖効率を高めるため、群れで行動する。「綺麗……まるで光が泳いでいるみたい」――とある旅人,大きくなると、獲物の多い静水域で活動する熱帯魚。気性は獰猛。捕食効率を高めるため、群れで襲いかかる。「あの色は……やばい！トロピカルフィッシュだ！」――とある漁師,-,ドラゴン,ブロンズレア,-,FOH,./img_follower/117411030.jpeg,./img_follower_evo/117411030.jpeg,,
117421020,オーシャンアングラー,2,follower,2.0,2.0,4.0,4.0,ファンファーレ このターン中に能力によって手札から捨てられた自分のカードと同名のカード1枚を手札に加える。（複数あるなら、その中からランダム）,,今日こそトカゲ魚を釣っちゃるけんね！大きか釣り針はたーっくさん魚もかかるけん、まさに一石二釣ったい！,トカゲ魚は海のヌシ！大きくて、牙も尻尾も翼もあって……あっ！あそこに飛んでるの、トカゲ魚に似てるったい！,-,ドラゴン,シルバーレア,釘宮理恵,FOH,./img_follower/117421020.jpeg,./img_follower_evo/117421020.jpeg,,
100511010,スパルトイサージェント,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の墓場を+1する。,,憐れなる躯に、魔竜の血を一滴。悪神の力により、死兵が屍兵となって甦る。その胸に宿る意志は、ただ一つ。血と、死を、主に捧げよ。,竜が如き牙で、悪神に逆らう者らを引き裂く。誇り高き戦士は今や、討つべき敵の傀儡の一つ。また命を失うまで、屍兵は死を積み重ね続ける。,-,ネクロマンサー,ブロンズレア,-,ベーシック,./img_follower/100511010.jpeg,./img_follower_evo/100511010.jpeg,8.0,7.5
100511020,スペクター,2,follower,2.0,1.0,4.0,3.0,必殺 ,必殺 ,アタシ、さみしいの。…ここはとっても寒いから。だから…お願い。アタシと一緒にいて？,アタシのこと、怖がらないで。アタシはただ、誰かと一緒に居たいだけなの。だから、お願い。…アタシと一緒に逝きましょう？,-,ネクロマンサー,ブロンズレア,大関英里,ベーシック,./img_follower/100511020.jpeg,./img_follower_evo/100511020.jpeg,6.5,6.5
101511010,スケルトンヴァイパー,2,follower,1.0,3.0,3.0,5.0,ファンファーレ ネクロマンス 4； +1/+1して、守護 を持つ。,,白骨化した死体たちは、戦利品漁りたちにとっては宝の山だ。だが、忘れるな。宝には番人がつきものなのだと言うことを。,死してなお、奪われることを拒む者らも居る。その者らが持つ怨念は、渇いた骨に偽りの生命を与えるのだ。…そして今日もまた、浅ましき盗人が白骨の仲間に加わる。,-,ネクロマンサー,ブロンズレア,-,CLC,./img_follower/101511010.jpeg,./img_follower_evo/101511010.jpeg,-,6.0
101511020,スカルウィドウ,2,follower,1.0,2.0,3.0,4.0,ラストワード カードを1枚引く。,ラストワード カードを1枚引く。,死んだら灰になるだけ？…それは子供の考えね。死んでもなお残る…それが愛よ。,失っても、失っても、愛は残り続けるの。それってとても、ステキじゃない？だから、ほら。貴方も…私への愛を示してね？,-,ネクロマンサー,ブロンズレア,諏訪彩花,CLC,./img_follower/101511020.jpeg,./img_follower_evo/101511020.jpeg,-,6.0
101511060,ワイト,2,follower,2.0,1.0,4.0,3.0,自分の他のフォロワーが破壊されるたび、相手のリーダーに1ダメージ。,自分の他のフォロワーが破壊されるたび、相手のリーダーに1ダメージ。,死を恐れず進め、同胞よ。その命を糧として、我が呪術が怨敵を穿つだろう。,怨念を残し、冥界へ下るのだ。その無念を編み、呪いとして、私が復讐を果たして見せよう。,-,ネクロマンサー,ブロンズレア,佳月大人,CLC,./img_follower/101511060.jpeg,./img_follower_evo/101511060.jpeg,-,6.0
101511110,レッサーマミー,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ネクロマンス 4； 疾走 を持つ。,,そいつは、古き呪術で動く死者さ。死兵の類だと思って、のんびり構えるなよ。あの布に絡め取られちまうと、あっという間に食い殺されるぜ。,その布で巻き取られちまえば、お前も死者の仲間入りって訳だ。…けどよ、案外悪くないもんだぜ？この包帯、結構暖かいからな。どうだ…お前もこの中に来てみないか？,-,ネクロマンサー,ブロンズレア,-,CLC,./img_follower/101511110.jpeg,./img_follower_evo/101511110.jpeg,-,8.0
101521020,デッドリーウィドウ,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ネクロマンス 6； +2/+2する。,,アナタの死が…私を強くする。…ねぇ、アナタ。私は大丈夫よ。一人で…生きられるから。,私はもう…繰り返さない。悲しみも、苦しみも。愛するアナタ…私がこの土の下で眠ったら…夢の中で会いましょうね…。,-,ネクロマンサー,シルバーレア,田中理恵,CLC,./img_follower/101521020.jpeg,./img_follower_evo/101521020.jpeg,-,6.0
102511010,ダークコンジュラー,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の場に進化後フォロワーがいるなら、ゴースト1体を出す。,,君は禁忌の先を求めるんだね？そのお手伝い、してあげようかな♪,君は禁忌の先を求めるんだね？だったらもっと殺さないと！この夜を血に染めないと！,-,ネクロマンサー,ブロンズレア,坂本真綾,DRK,./img_follower/102511010.jpeg,./img_follower_evo/102511010.jpeg,-,7.5
103511030,怪犬の墓守,2,follower,2.0,2.0,4.0,4.0,ファンファーレ 自分の他のフォロワーすべては、「このフォロワーが消滅するとき、消滅ではなく破壊される」を持つ。自分の場に他のフォロワーが出るたび、それは「このフォロワーが消滅するとき、消滅ではなく破壊される」を持つ。,自分の場に他のフォロワーが出るたび、それは「このフォロワーが消滅するとき、消滅ではなく破壊される」を持つ。,外法には外法を。墓荒し共が怪物を造るため屍を掘り返すなら、墓守である俺は猟犬の怪物でそれを撃退しよう。,屍掘りは屍に。墓荒しは墓の下にて、永遠に眠るがいい…そうすれば、俺とこの猟犬たちが永遠に守ってやろう。,-,ネクロマンサー,ブロンズレア,森久保祥太郎,ROB,./img_follower/103511030.jpeg,./img_follower_evo/103511030.jpeg,-,7.5
103521030,よろめく不死者,2,follower,1.0,2.0,3.0,4.0,このフォロワーは守護 を持たないフォロワーを攻撃不能。ラストワード ランダムな相手のフォロワー1体を破壊する。,このフォロワーは守護 を持たないフォロワーを攻撃不能。ラストワード ランダムな相手のフォロワー1体を破壊する。,教会病棟の廊下に響くのは、巨大な石を引き摺るような音。病棟の番人と呼ばれる彼女達が巡回している証である。,病棟の廊下に響き渡る足音。新たな患者がまた一人、この悪夢に迷い込んだ。仕事熱心な彼女達は保護に走り出す。,-,ネクロマンサー,シルバーレア,-,ROB,./img_follower/103521030.jpeg,./img_follower_evo/103521030.jpeg,-,8.5
103531030,シャドウリーパー,2,follower,1.0,1.0,3.0,3.0,ファンファーレ 相手のターン終了まで、潜伏 を持つ。自分の他のフォロワーが破壊されるたび、+1/+1する。,自分の他のフォロワーが破壊されるたび、+1/+1する。,怨み、憎しみが寄り集まり、形を為して顕現する。其は幽鬼が如く揺らめき歩き、命持つモノを断頭する。,怨み、憎しみが寄り集まり、形を為して顕現する。其は無像であるが故、妄りに追えども影を掴む事さえ叶わない。,-,ネクロマンサー,ゴールドレア,-,ROB,./img_follower/103531030.jpeg,./img_follower_evo/103531030.jpeg,-,9.0
104531020,破魂の少女,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ネクロマンス 4；相手の進化後フォロワー1体を破壊する。,,魂って鮮度がだいじ。だからバイバイとハローを繰り返すの！飽きた魂はポイして、新しいのをいただきます♪,現世にバイバイは終わった？よーし、それじゃあハローってしてあげる！初めまして、いらっしゃい♪,-,ネクロマンサー,ゴールドレア,安済知佳,TOG,./img_follower/104531020.jpeg,./img_follower_evo/104531020.jpeg,-,8.5
105511010,デーモンイーター,2,follower,1.0,2.0,3.0,4.0,ファンファーレ 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体を破壊して、カードを2枚引く。,,魔族を喰らう魔族ってのはアタシのことよ！同族だろうがなんだろうが、このアタシの糧となるなら知ったこっちゃないわ！,今日は中々のご馳走ね！憎悪のオードブル、怨嗟のメインディッシュ、断末魔のデザートまでいただきますっと！,-,ネクロマンサー,ブロンズレア,金元寿子,WLD,./img_follower/105511010.jpeg,./img_follower_evo/105511010.jpeg,-,8.5
105511030,スケルトンオーガ,2,follower,1.0,4.0,3.0,6.0,攻撃時 ネクロマンス 4； +2/+0する。,攻撃時 ネクロマンス 4； +2/+0する。,「骨よ、骨よ、重なり連なれ。元よりの形を捨て、大いなる異形へと生まれ変わるのだ」―冷酷なるネクロマンサー,「骨よ、骨よ、汝は鬼ぞ。人であった頃など忘れ、大いなるしもべとして私に仕えるのだ」―冷酷なるネクロマンサー,-,ネクロマンサー,ブロンズレア,-,WLD,./img_follower/105511030.jpeg,./img_follower_evo/105511030.jpeg,6.0,6.0
105521010,冥河の導き手,2,follower,2.0,2.0,4.0,4.0,ファンファーレ ネクロマンス 6； このバトル中に破壊された、コスト最大の自分のフォロワーと同名のフォロワー1枚を手札に加える。（コスト最大のフォロワーが複数あるなら、その中からランダム）,,魂が溢れすぎると、カローン様が困ってしまうの。生きる価値がある者は、私が現世へ還してあげる。,そう無暗に死なれてしまうと、冥界が魂で溢れ返ってしまうの。さぁ、在るべき場所へ還りなさい。カローン様には内緒だからね？,-,ネクロマンサー,シルバーレア,福原香織,WLD,./img_follower/105521010.jpeg,./img_follower_evo/105521010.jpeg,-,8.0
106511030,ベレヌス,2,follower,2.0,2.0,4.0,4.0,ラストワード ランダムな相手のフォロワー1体に1ダメージ。,ラストワード ランダムな相手のフォロワー1体に1ダメージ。,「輝く者」の名を持ちし火神。背負いし天球から湧き出る火焔は、彼の者が滅びても燃え盛ると言う。――『死と炎』、第一章,火を紡ぎ、炎を纏う。それは永遠、永劫の力。彼の者の身が朽ちたとしても、その輝きは消えぬと言う。――『死と炎』、第四章,-,ネクロマンサー,ブロンズレア,神谷浩史,SFL,./img_follower/106511030.jpeg,./img_follower_evo/106511030.jpeg,-,8.0
106531020,アンドレアルフス,2,follower,1.0,2.0,2.0,3.0,ラストワード カードを1枚引く。,ラストワード カードを1枚引く。進化時 自分の手札のフォロワーすべては、「ラストワード カードを1枚引く」を持つ。,幾何学、測量学、天文学に通ずる悪魔。その魔嘴が刻む知識は、時を超えて価値を持つ。――『悪魔辞典』、第六十五章、第一項,鳴き声一つで、あらゆる学問を授ける悪魔。その魔翼がはためけば、無学なる者にも価値が生まれる。――『悪魔辞典』、第六十五章、第二項,-,ネクロマンサー,ゴールドレア,-,SFL,./img_follower/106531020.jpeg,./img_follower_evo/106531020.jpeg,-,8.0
107511010,陰鬱な死霊術師,2,follower,2.0,1.0,4.0,3.0,ファンファーレ 葬送 したなら、カードを1枚引く。,,死を、見れば、見るほど……し、死霊術師は、成長するの……見たい……だから、見たいの……。,あなたが見せてくれた、死が……私に、な、馴染む……魂が、聞こえるの、私を呼んでる……魂が……！,-,ネクロマンサー,ブロンズレア,渕上舞,CGS,./img_follower/107511010.jpeg,./img_follower_evo/107511010.jpeg,-,7.5
107511030,骸骨虫,2,follower,1.0,3.0,3.0,5.0,自分の他のフォロワーが破壊されるたび、自分のリーダーを1回復。,自分の他のフォロワーが破壊されるたび、自分のリーダーを1回復。,自らの身を守るため、硬い動物の骨を纏った虫。大きな骨を求める習性があり、おそらく生存確率を高めるためだと思われる。――『死に棲まう生き物』、第一章,近年では、この虫を戦場で見かけることがある。死した兵の防具が多く手に入るからであろう。――『死に棲まう生き物』、第二章,-,ネクロマンサー,ブロンズレア,-,CGS,./img_follower/107511030.jpeg,./img_follower_evo/107511030.jpeg,-,7.0
108511010,骸の代弁者,2,follower,1.0,1.0,3.0,3.0,ラストワード スケルトン1体を出す。,進化前と同じ能力。,骨だけになっても、あなたは人見知り。ほら、ちゃんとご挨拶しなさい？,死んでしまっても、あなたはあなた。人見知りなところ、好きよ。昔からずぅっと、ずぅっと、好きなまま。,-,ネクロマンサー,ブロンズレア,日高里菜,DBN,./img_follower/108511010.jpeg,./img_follower_evo/108511010.jpeg,-,7.5
